block,duty,w_hi_rpm,X_block,wf_block,P_block_W,reward
1,0.8999999999999999,333.33333333333337,0.35282427705726027,9.312726650001911e-09,3.7104054837556495,0.23665629071550542
2,0.8999999999999999,333.33333333333337,0.375658616416579,9.80362026565446e-09,3.7104054837556495,0.25949063007482415
3,0.8999999999999999,333.33333333333337,0.40008931947828585,9.780826861246412e-09,3.71040548375565,0.283921333136531
4,0.8999999999999999,333.33333333333337,0.40769853162633896,9.712838912130834e-09,3.7104054837556486,0.29153054528458416
5,0.8999999999999999,333.33333333333337,0.4048130790690777,9.705160210923267e-09,3.7104054837556477,0.2886450927273229
