time_s,conversion
0.1,0.018853609
0.2,0.040866165
0.3,0.065239261
0.4,0.087104747
0.5,0.15095105
0.6,0.13480857
0.7,0.13435784
0.8,0.14322028
0.9,0.14144352
1,0.13401557
1.1,0.14565509
1.2,0.15287341
1.3,0.14910523
1.4,0.14839093
1.5,0.14651671
1.6,0.16162961
1.7,0.16319501
1.8,0.21208617
1.9,0.20138619
2,0.19071127
2.1,0.20749995
2.2,0.20842238
2.3,0.18822106
2.4,0.17917205
2.5,0.18603168
2.6,0.19244256
2.7,0.21841344
2.8,0.22051148
2.9,0.19843642
3,0.17483217
3.1,0.15961906
3.2,0.12967185
3.3,0.17154958
3.4,0.13720715
3.5,0.16747377
3.6,0.13823179
3.7,0.19555982
3.8,0.14449891
3.9,0.1889023
4,0.14845918
4.1,0.14729763
4.2,0.19638454
4.3,0.14992372
4.4,0.20560283
4.5,0.15788248
4.6,0.15202963
4.7,0.20832827
4.8,0.16467418
4.9,0.175758
5,0.17255158
5.1,0.15427193
5.2,0.20305609
5.3,0.15583239
5.4,0.20365213
5.5,0.15927707
5.6,0.1623584
5.7,0.19565541
5.8,0.15884651
5.9,0.1797638
6,0.1762397
6.1,0.15881389
6.2,0.20660119
6.3,0.16558233
6.4,0.19346612
6.5,0.16043222
6.6,0.20682645
6.7,0.17164627
6.8,0.19026413
6.9,0.17089282
7,0.22482262
7.1,0.16546367
7.2,0.17893829
7.3,0.19091719
7.4,0.18413332
7.5,0.18285203
7.6,0.17360238
7.7,0.20279781
7.8,0.17275902
7.9,0.22698088
8,0.17901068
8.1,0.17077774
8.2,0.2140768
8.3,0.18029289
8.4,0.17514238
8.5,0.22018006
8.6,0.17421909
8.7,0.22530646
8.8,0.17887553
8.9,0.1755128
9,0.22438753
9.1,0.1759901
9.2,0.22350254
9.3,0.17731984
9.4,0.22546589
9.5,0.18462995
9.6,0.18089794
9.7,0.22490777
9.8,0.17918006
9.9,0.22704523
10,0.18694604
10.1,0.26488418
10.2,0.20577976
10.3,0.27886588
10.4,0.16610294
10.5,0.25798949
10.6,0.25976604
10.7,0.23528046
10.8,0.22958365
10.9,0.24219182
11,0.25283838
11.1,0.23296836
11.2,0.23904558
11.3,0.2418802
11.4,0.24966629
11.5,0.29080929
11.6,0.28649859
11.7,0.25485175
11.8,0.24979119
11.9,0.25256405
12,0.27336645
12.1,0.2978726
12.2,0.25709745
12.3,0.2521082
12.4,0.24854843
12.5,0.25666568
12.6,0.27958599
12.7,0.28880281
12.8,0.28477534
12.9,0.28995948
13,0.28993733
13.1,0.24570634
13.2,0.22633848
13.3,0.21509728
13.4,0.27113656
13.5,0.22619673
13.6,0.27083636
13.7,0.24405547
13.8,0.22950968
13.9,0.27834271
14,0.23922235
14.1,0.23251182
14.2,0.2420899
14.3,0.26655884
14.4,0.23779754
14.5,0.28185702
14.6,0.23992749
14.7,0.28155343
14.8,0.24110138
14.9,0.24699199
15,0.26761098
15.1,0.24448406
15.2,0.2863255
15.3,0.24058547
15.4,0.28801942
15.5,0.2503235
15.6,0.28484399
