time_s,omega_cmd_rad_s
0.000000,36.651914
1.225000,36.651914
1.275000,26.179939
2.475000,26.179939
2.525000,36.651914
3.725000,36.651914
3.775000,26.179939
4.975000,26.179939
5.025000,36.651914
7.000000,36.651914
