time_s,omega_cmd_rad_s
0.000000,183.259571
1.225000,183.259571
1.275000,130.899694
2.475000,130.899694
2.525000,183.259571
3.725000,183.259571
3.775000,130.899694
4.975000,130.899694
5.025000,183.259571
7.000000,183.259571
