time_s,omega_cmd_rad_s
0.000000,62.831853
1.225000,62.831853
1.275000,0.000000
2.475000,0.000000
2.525000,62.831853
3.725000,62.831853
3.775000,0.000000
4.975000,0.000000
5.025000,62.831853
7.000000,62.831853
