time_s,omega_cmd_rad_s
0.000000,26.179939
7.975000,26.179939
8.025000,0.000000
9.975000,0.000000
10.025000,26.179939
17.975000,26.179939
18.025000,0.000000
19.975000,0.000000
20.025000,26.179939
27.975000,26.179939
28.025000,0.000000
29.975000,0.000000
30.025000,26.179939
37.975000,26.179939
38.025000,0.000000
39.975000,0.000000
40.025000,26.179939
47.975000,26.179939
48.025000,0.000000
49.975000,0.000000
50.025000,26.179939
57.975000,26.179939
58.025000,0.000000
61.000000,0.000000
