block,duty,w_hi_rpm,X_block,wf_block,P_block_W,reward
1,0.65,461.53846153846155,0.3432160448913756,8.984222776711303e-09,3.658236184000366,0.22868141170413808
2,0.65,461.53846153846155,0.3556277782316845,9.285956258368935e-09,3.6582361840003657,0.241093145044447
3,0.65,461.53846153846155,0.3710426237291042,9.14630870910045e-09,3.6582361840003705,0.25650799054186657
4,0.65,461.53846153846155,0.3845674913589504,8.98769547309372e-09,3.6582361840003688,0.27003285817171285
5,0.65,461.53846153846155,0.3799683238846911,8.960611115415768e-09,3.6582361840003688,0.2654336906974535
