block,duty,w_hi_rpm,X_block,wf_block,P_block_W,reward
1,0.8,375.0,0.3469704165956357,9.101752984623341e-09,3.6891853354998183,0.231466805590632
2,0.8,375.0,0.3665723362454951,9.304787008863334e-09,3.6891853354998183,0.2510687252404914
3,0.8,375.0,0.38302693902790436,9.19307625763098e-09,3.689185335499822,0.2675233280229006
4,0.8,375.0,0.38687229840577236,9.158336289534795e-09,3.6891853354998205,0.2713686874007686
5,0.8,375.0,0.3890140894604139,9.126160111770459e-09,3.6891853354998205,0.2735104784554101
