time_s,omega_cmd_rad_s
0.000000,13.089969
7.975000,13.089969
8.025000,0.000000
9.975000,0.000000
10.025000,13.089969
17.975000,13.089969
18.025000,0.000000
19.975000,0.000000
20.025000,13.089969
27.975000,13.089969
28.025000,0.000000
29.975000,0.000000
30.025000,13.089969
37.975000,13.089969
38.025000,0.000000
39.975000,0.000000
40.025000,13.089969
47.975000,13.089969
48.025000,0.000000
49.975000,0.000000
50.025000,13.089969
57.975000,13.089969
58.025000,0.000000
59.975000,0.000000
60.025000,13.089969
67.975000,13.089969
68.025000,0.000000
69.975000,0.000000
70.025000,13.089969
77.975000,13.089969
78.025000,0.000000
79.975000,0.000000
80.025000,13.089969
87.975000,13.089969
88.025000,0.000000
89.975000,0.000000
90.025000,13.089969
97.975000,13.089969
98.025000,0.000000
99.975000,0.000000
100.025000,13.089969
107.975000,13.089969
108.025000,0.000000
109.975000,0.000000
110.025000,13.089969
117.975000,13.089969
118.025000,0.000000
119.975000,0.000000
120.025000,13.089969
127.975000,13.089969
128.025000,0.000000
129.975000,0.000000
130.025000,13.089969
137.975000,13.089969
138.025000,0.000000
139.975000,0.000000
140.025000,13.089969
147.975000,13.089969
148.025000,0.000000
149.975000,0.000000
150.025000,13.089969
157.975000,13.089969
158.025000,0.000000
159.975000,0.000000
160.025000,13.089969
167.975000,13.089969
168.025000,0.000000
169.975000,0.000000
170.025000,13.089969
177.975000,13.089969
178.025000,0.000000
179.975000,0.000000
180.025000,13.089969
187.975000,13.089969
188.025000,0.000000
189.975000,0.000000
190.025000,13.089969
197.975000,13.089969
198.025000,0.000000
199.975000,0.000000
200.025000,13.089969
207.975000,13.089969
208.025000,0.000000
209.975000,0.000000
210.025000,13.089969
217.975000,13.089969
218.025000,0.000000
219.975000,0.000000
220.025000,13.089969
227.975000,13.089969
228.025000,0.000000
229.975000,0.000000
230.025000,13.089969
237.975000,13.089969
238.025000,0.000000
239.975000,0.000000
240.025000,13.089969
247.975000,13.089969
248.025000,0.000000
249.975000,0.000000
250.025000,13.089969
257.975000,13.089969
258.025000,0.000000
259.975000,0.000000
260.025000,13.089969
267.975000,13.089969
268.025000,0.000000
269.975000,0.000000
270.025000,13.089969
277.975000,13.089969
278.025000,0.000000
279.975000,0.000000
280.025000,13.089969
287.975000,13.089969
288.025000,0.000000
289.975000,0.000000
290.025000,13.089969
297.975000,13.089969
298.025000,0.000000
301.000000,0.000000
