time_s,omega_cmd_rad_s
0.000000,65.449847
7.975000,65.449847
8.025000,0.000000
9.975000,0.000000
10.025000,65.449847
17.975000,65.449847
18.025000,0.000000
19.975000,0.000000
20.025000,65.449847
27.975000,65.449847
28.025000,0.000000
29.975000,0.000000
30.025000,65.449847
37.975000,65.449847
38.025000,0.000000
39.975000,0.000000
40.025000,65.449847
47.975000,65.449847
48.025000,0.000000
49.975000,0.000000
50.025000,65.449847
57.975000,65.449847
58.025000,0.000000
59.975000,0.000000
60.025000,65.449847
67.975000,65.449847
68.025000,0.000000
69.975000,0.000000
70.025000,65.449847
77.975000,65.449847
78.025000,0.000000
79.975000,0.000000
80.025000,65.449847
87.975000,65.449847
88.025000,0.000000
89.975000,0.000000
90.025000,65.449847
97.975000,65.449847
98.025000,0.000000
99.975000,0.000000
100.025000,65.449847
107.975000,65.449847
108.025000,0.000000
109.975000,0.000000
110.025000,65.449847
117.975000,65.449847
118.025000,0.000000
119.975000,0.000000
120.025000,65.449847
127.975000,65.449847
128.025000,0.000000
129.975000,0.000000
130.025000,65.449847
137.975000,65.449847
138.025000,0.000000
139.975000,0.000000
140.025000,65.449847
147.975000,65.449847
148.025000,0.000000
149.975000,0.000000
150.025000,65.449847
157.975000,65.449847
158.025000,0.000000
159.975000,0.000000
160.025000,65.449847
167.975000,65.449847
168.025000,0.000000
169.975000,0.000000
170.025000,65.449847
177.975000,65.449847
178.025000,0.000000
179.975000,0.000000
180.025000,65.449847
187.975000,65.449847
188.025000,0.000000
189.975000,0.000000
190.025000,65.449847
197.975000,65.449847
198.025000,0.000000
199.975000,0.000000
200.025000,65.449847
207.975000,65.449847
208.025000,0.000000
209.975000,0.000000
210.025000,65.449847
217.975000,65.449847
218.025000,0.000000
219.975000,0.000000
220.025000,65.449847
227.975000,65.449847
228.025000,0.000000
229.975000,0.000000
230.025000,65.449847
237.975000,65.449847
238.025000,0.000000
239.975000,0.000000
240.025000,65.449847
247.975000,65.449847
248.025000,0.000000
249.975000,0.000000
250.025000,65.449847
257.975000,65.449847
258.025000,0.000000
259.975000,0.000000
260.025000,65.449847
267.975000,65.449847
268.025000,0.000000
269.975000,0.000000
270.025000,65.449847
277.975000,65.449847
278.025000,0.000000
279.975000,0.000000
280.025000,65.449847
287.975000,65.449847
288.025000,0.000000
289.975000,0.000000
290.025000,65.449847
297.975000,65.449847
298.025000,0.000000
301.000000,0.000000
