time_s,omega_cmd_rad_s
0.000000,104.719755
4.975000,104.719755
5.025000,0.000000
9.975000,0.000000
10.025000,104.719755
14.975000,104.719755
15.025000,0.000000
19.975000,0.000000
20.025000,104.719755
24.975000,104.719755
25.025000,0.000000
29.975000,0.000000
30.025000,104.719755
34.975000,104.719755
35.025000,0.000000
39.975000,0.000000
40.025000,104.719755
44.975000,104.719755
45.025000,0.000000
49.975000,0.000000
50.025000,104.719755
54.975000,104.719755
55.025000,0.000000
61.000000,0.000000
