time_s,omega_cmd_rad_s
0.000000,59.839860
6.975000,59.839860
7.025000,0.000000
9.975000,0.000000
10.025000,59.839860
16.975000,59.839860
17.025000,0.000000
19.975000,0.000000
20.025000,59.839860
26.975000,59.839860
27.025000,0.000000
29.975000,0.000000
30.025000,59.839860
36.975000,59.839860
37.025000,0.000000
39.975000,0.000000
40.025000,59.839860
46.975000,59.839860
47.025000,0.000000
49.975000,0.000000
50.025000,59.839860
56.975000,59.839860
57.025000,0.000000
61.000000,0.000000
