time_s,omega_meas_rad_s,Mz_wedge_Nm,P_visc_full_W
0.1,29.9199,1.1646289e-05,0.025088818
0.2,29.9199,1.0595568e-05,0.02282532
0.3,29.9199,1.1001663e-05,0.023700144
0.4,29.9199,1.2740963e-05,0.027447001
0.5,29.9199,1.5091879e-05,0.032511422
0.6,29.9199,1.3905988e-05,0.029956736
0.7,29.9199,1.3756596e-05,0.029634911
0.8,29.9199,1.3084974e-05,0.02818808
0.9,29.9199,1.2746555e-05,0.027459047
1,29.9199,1.3472552e-05,0.029023014
1.1,29.9199,1.3485606e-05,0.029051134
1.2,29.9199,1.3521684e-05,0.029128854
1.3,29.9199,1.3489734e-05,0.029060027
1.4,29.9199,1.3505966e-05,0.029094994
1.5,29.9199,1.3482238e-05,0.02904388
1.6,29.9199,1.3488166e-05,0.029056649
1.7,29.9199,1.348113e-05,0.029041492
1.8,29.9199,1.3465076e-05,0.029006909
1.9,29.9199,1.3464199e-05,0.029005018
2,29.9199,1.3458838e-05,0.028993471
2.1,29.9199,1.3447635e-05,0.028969336
2.2,29.9199,1.3433914e-05,0.028939777
2.3,29.9199,1.3431004e-05,0.028933509
2.4,29.9199,1.3418406e-05,0.02890637
2.5,29.9199,1.3404432e-05,0.028876267
2.6,29.9199,1.3400286e-05,0.028867335
2.7,29.9199,1.3390871e-05,0.028847053
2.8,29.9199,1.3377065e-05,0.028817312
2.9,29.9199,1.3372087e-05,0.028806587
3,29.9199,1.3352969e-05,0.028765403
3.1,29.9199,1.3344429e-05,0.028747006
3.2,29.9199,1.3338183e-05,0.028733551
3.3,29.9199,1.3321047e-05,0.028696637
3.4,29.9199,1.3319333e-05,0.028692944
3.5,29.9199,1.3302106e-05,0.028655833
3.6,29.9199,1.3287531e-05,0.028624435
3.7,29.9199,1.3281068e-05,0.028610513
3.8,29.9199,1.3263298e-05,0.028572233
3.9,29.9199,1.3259005e-05,0.028562984
4,29.9199,1.3238945e-05,0.028519769
4.1,29.9199,1.3232479e-05,0.02850584
4.2,29.9199,1.3216012e-05,0.028470366
4.3,29.9199,1.3205387e-05,0.028447477
4.4,29.9199,1.3194747e-05,0.028424556
4.5,29.9199,1.317938e-05,0.028391452
4.6,29.9199,1.317401e-05,0.028379885
4.7,29.9199,1.315488e-05,0.028338673
4.8,29.9199,1.3150196e-05,0.028328585
4.9,29.9199,1.3130603e-05,0.028286375
5,29.9199,1.3126412e-05,0.028277347
5.1,29.9199,1.3109643e-05,0.028241222
5.2,29.9199,1.3100618e-05,0.02822178
5.3,29.9199,1.3084422e-05,0.02818689
5.4,29.9199,1.3081463e-05,0.028180516
5.5,29.9199,1.3063572e-05,0.028141975
5.6,29.9199,1.3057352e-05,0.028128576
5.7,29.9199,1.3039973e-05,0.028091139
5.8,29.9199,1.3038433e-05,0.028087821
