block,duty,w_hi_rpm,X_block,wf_block,P_block_W,reward
1,1.0,300.0,0.356756336652557,8.381118036769775e-09,3.740370371887244,0.23965018850330078
2,1.0,300.0,0.358851225542652,8.369441153476304e-09,3.7403703718872436,0.24174507739339576
3,1.0,300.0,0.35984289567911876,8.362254143671456e-09,3.740370371887243,0.24273674752986257
4,1.0,300.0,0.36036959101893734,8.357366034281474e-09,3.7403703718872423,0.24326344286968116
5,1.0,300.0,0.36079032078780043,8.35487989751604e-09,3.740370371887242,0.24368417263854428
