t,Mz_kin,conv,cupC,wallFlux
17.23954,1.4080747e-08,0.31982595,34.008702,8.8650456e-09
17.240219,1.407908e-08,0.31575602,34.212199,8.8753355e-09
17.2409,1.4076958e-08,0.3069576,34.65212,8.876613e-09
17.24164,1.4074543e-08,0.2959669,35.201655,8.8703724e-09
17.242464,1.4072131e-08,0.28551579,35.72421,8.8582532e-09
17.243391,1.4070129e-08,0.27734507,36.132747,8.841539e-09
17.244448,1.4069019e-08,0.27206089,36.396956,8.8211246e-09
17.24567,1.4069419e-08,0.26977276,36.511362,8.7985733e-09
17.247073,1.4072001e-08,0.27168746,36.415627,8.7787146e-09
17.248654,1.4077207e-08,0.28323432,35.838284,8.7773628e-09
17.249716,1.4080404e-08,0.29980044,35.009978,8.7992538e-09
17.250476,1.408145e-08,0.31193878,34.403061,8.8238703e-09
17.251209,1.4081223e-08,0.31858771,34.070615,8.8473796e-09
17.251892,1.4080062e-08,0.31795142,34.102429,8.8629915e-09
17.252577,1.4078261e-08,0.31145989,34.427005,8.8697064e-09
17.253283,1.4076072e-08,0.30155525,34.922237,8.8677957e-09
17.254061,1.4073678e-08,0.29094672,35.452664,8.8591059e-09
17.254932,1.4071444e-08,0.28195563,35.902218,8.8451811e-09
17.255913,1.4069807e-08,0.27550865,36.224568,8.8272159e-09
17.257036,1.4069286e-08,0.27232397,36.383801,8.8065485e-09
17.258337,1.4070553e-08,0.27316544,36.341728,8.7860394e-09
17.259817,1.4074218e-08,0.28049654,35.975173,8.7749053e-09
17.26134,1.4079654e-08,0.30008311,34.995844,8.7971963e-09
17.262063,1.4081118e-08,0.31267113,34.366444,8.8204424e-09
17.262832,1.4081334e-08,0.32168088,33.915956,8.847342e-09
17.263506,1.408044e-08,0.32252115,33.873942,8.8658816e-09
17.264184,1.4078788e-08,0.31674083,34.162959,8.8758682e-09
17.264866,1.407668e-08,0.3068053,34.659735,8.87678e-09
17.265604,1.407428e-08,0.2948208,35.25896,8.8698061e-09
17.266429,1.4071883e-08,0.28379343,35.810328,8.8568951e-09
17.267356,1.4069899e-08,0.27547493,36.226253,8.8395432e-09
17.268413,1.4068811e-08,0.27014202,36.492899,8.8186786e-09
17.269637,1.406924e-08,0.26808179,36.595911,8.7957764e-09
17.271039,1.4071855e-08,0.27073164,36.463418,8.7757166e-09
17.27262,1.4077091e-08,0.28324372,35.837814,8.775379e-09
17.27368,1.4080304e-08,0.30003744,34.998128,8.7983374e-09
17.27444,1.4081361e-08,0.31235121,34.382439,8.8238053e-09
17.275173,1.4081145e-08,0.31911014,34.044493,8.8480506e-09
17.275856,1.4079995e-08,0.3185188,34.07406,8.86412e-09
17.276541,1.4078206e-08,0.31197284,34.401358,8.8711478e-09
17.277246,1.4076029e-08,0.30183928,34.908036,8.8695224e-09
17.278025,1.4073649e-08,0.29082089,35.458956,8.8609758e-09
17.278895,1.4071431e-08,0.2814114,35.92943,8.8471329e-09
17.279876,1.406981e-08,0.27466072,36.266964,8.8291178e-09
17.280998,1.4069304e-08,0.27076537,36.461731,8.8081246e-09
17.282298,1.4070584e-08,0.27069408,36.465296,8.7868963e-09
17.283778,1.4074263e-08,0.27736595,36.131703,8.7744207e-09
17.285311,1.4079786e-08,0.29747873,35.126064,8.7952467e-09
17.286032,1.4081262e-08,0.31042931,34.478534,8.8174179e-09
17.286802,1.4081492e-08,0.32036153,33.981923,8.8437361e-09
17.287475,1.4080606e-08,0.32199602,33.900199,8.862403e-09
17.288154,1.4078961e-08,0.31685011,34.157495,8.8728299e-09
17.288836,1.407686e-08,0.30699973,34.650014,8.8740583e-09
17.289574,1.4074467e-08,0.29530252,35.234874,8.8676664e-09
17.290398,1.4072075e-08,0.28474061,35.76297,8.8553836e-09
17.291326,1.4070094e-08,0.27700463,36.149769,8.8385174e-09
17.292384,1.4069012e-08,0.27230578,36.384711,8.8180404e-09
17.293608,1.406945e-08,0.2706965,36.465175,8.7954734e-09
17.29501,1.4072071e-08,0.2734487,36.327565,8.7757643e-09
17.29659,1.4077308e-08,0.28597895,35.701053,8.7753569e-09
17.297648,1.4080504e-08,0.30257984,34.871008,8.7977351e-09
17.298408,1.4081556e-08,0.31475691,34.262154,8.8225444e-09
17.299141,1.4081336e-08,0.3211519,33.942405,8.8465784e-09
17.299824,1.4080183e-08,0.31997595,34.001202,8.862731e-09
17.30051,1.4078392e-08,0.31265312,34.367344,8.869809e-09
17.301215,1.4076213e-08,0.30187479,34.906261,8.8682609e-09
17.301994,1.407383e-08,0.29033706,35.483147,8.8597345e-09
17.302864,1.4071609e-08,0.28067842,35.966079,8.8462123e-09
17.303846,1.4069986e-08,0.27395819,36.30209,8.8287888e-09
17.304969,1.4069481e-08,0.27025668,36.487166,8.8085458e-09
17.30627,1.4070765e-08,0.27012461,36.49377,8.7883416e-09
17.307749,1.4074438e-08,0.27634157,36.182921,8.7774068e-09
17.309274,1.407989e-08,0.29571696,35.214152,8.7984902e-09
17.309997,1.4081357e-08,0.30855894,34.572053,8.820359e-09
17.310767,1.4081575e-08,0.31856022,34.071989,8.8462162e-09
17.31144,1.4080682e-08,0.32055067,33.972466,8.864376e-09
17.312118,1.407903e-08,0.31597027,34.201486,8.8744876e-09
17.3128,1.4076921e-08,0.30678568,34.660716,8.8756025e-09
17.313539,1.4074518e-08,0.29568368,35.215816,8.8693276e-09
17.314363,1.4072116e-08,0.28539627,35.730187,8.8572396e-09
17.315291,1.4070125e-08,0.27756456,36.121772,8.8405255e-09
17.316347,1.4069028e-08,0.27251653,36.374173,8.8201309e-09
17.31757,1.4069442e-08,0.27050299,36.474851,8.7977063e-09
17.318972,1.4072034e-08,0.2729648,36.35176,8.7781616e-09
17.320552,1.4077236e-08,0.28527594,35.736203,8.7773803e-09
17.321614,1.4080435e-08,0.30211267,34.894366,8.799511e-09
17.322374,1.4081484e-08,0.31436454,34.281773,8.8246409e-09
17.323107,1.4081258e-08,0.32088118,33.955941,8.8489232e-09
17.32379,1.4080098e-08,0.31992519,34.00374,8.8652002e-09
17.324475,1.4078298e-08,0.31291532,34.354234,8.8723074e-09
17.325179,1.4076108e-08,0.30247513,34.876244,8.8705961e-09
17.325958,1.4073709e-08,0.2911529,35.442355,8.8619945e-09
17.326827,1.4071468e-08,0.28157143,35.921428,8.8481639e-09
17.327809,1.4069821e-08,0.27482419,36.258791,8.8301811e-09
17.328931,1.4069287e-08,0.27159448,36.420276,8.8094236e-09
17.330231,1.4070538e-08,0.27243798,36.378101,8.7887038e-09
17.33171,1.4074174e-08,0.27968357,36.015821,8.7768951e-09
17.333243,1.4079647e-08,0.29987742,35.006129,8.7998209e-09
17.333965,1.4081111e-08,0.31215663,34.392168,8.8238142e-09
17.334736,1.4081325e-08,0.3210187,33.949065,8.8513387e-09
17.335409,1.4080425e-08,0.32183631,33.908184,8.8698285e-09
17.336087,1.4078765e-08,0.31619657,34.190172,8.8794904e-09
17.336769,1.4076646e-08,0.30643263,34.678369,8.8799948e-09
17.337507,1.4074232e-08,0.29501905,35.249048,8.8731352e-09
17.33833,1.4071813e-08,0.28474861,35.762569,8.8607074e-09
17.339256,1.4069799e-08,0.27715304,36.142348,8.8438944e-09
17.340312,1.4068674e-08,0.27258499,36.370751,8.8236196e-09
17.341534,1.4069054e-08,0.27113042,36.443479,8.8013562e-09
17.342935,1.4071613e-08,0.27386857,36.306572,8.7819585e-09
17.344514,1.4076784e-08,0.28581599,35.709201,8.782062e-09
17.345583,1.4080013e-08,0.30227091,34.886455,8.8061485e-09
17.346342,1.4081063e-08,0.31380031,34.309985,8.8316658e-09
17.347077,1.4080839e-08,0.31967965,34.016017,8.8554119e-09
17.34776,1.4079678e-08,0.31838191,34.080904,8.8706971e-09
17.348445,1.4077875e-08,0.31137289,34.431356,8.8769789e-09
17.34915,1.407568e-08,0.30112185,34.943907,8.8747103e-09
17.349928,1.4073279e-08,0.2903434,35.48283,8.8659569e-09
17.350797,1.4071031e-08,0.28131583,35.934208,8.8521349e-09
17.351778,1.4069373e-08,0.27498424,36.250788,8.8342406e-09
17.352899,1.4068825e-08,0.27153373,36.423313,8.8134948e-09
17.354198,1.4070055e-08,0.27170677,36.414661,8.7925028e-09
17.355676,1.4073671e-08,0.27827656,36.086172,8.7803428e-09
17.35721,1.4079139e-08,0.29777688,35.111156,8.8018428e-09
17.357933,1.40806e-08,0.31008574,34.495713,8.8247306e-09
17.358703,1.4080813e-08,0.31923552,34.038224,8.8508054e-09
17.359376,1.4079912e-08,0.32051143,33.974429,8.8683288e-09
17.360054,1.407825e-08,0.31542829,34.228586,8.8774871e-09
17.360736,1.4076129e-08,0.30605686,34.697157,8.8776917e-09
17.361474,1.4073714e-08,0.29510959,35.244521,8.8708373e-09
17.362297,1.4071297e-08,0.28512579,35.743711,8.8585197e-09
17.363222,1.4069284e-08,0.27746912,36.126544,8.8418277e-09
17.364277,1.4068155e-08,0.272409,36.37955,8.8215864e-09
17.365497,1.4068525e-08,0.27026875,36.486562,8.7992343e-09
17.366894,1.4071061e-08,0.27256629,36.371685,8.7795507e-09
17.368469,1.407619e-08,0.28446576,35.776712,8.778827e-09
17.369554,1.4079503e-08,0.30151284,34.924358,8.802579e-09
17.370315,1.4080585e-08,0.31360467,34.319767,8.8280484e-09
17.371057,1.4080397e-08,0.32024417,33.987792,8.8525353e-09
17.371743,1.4079266e-08,0.31948782,34.025609,8.8688316e-09
17.372431,1.4077489e-08,0.31279072,34.360464,8.876086e-09
17.373135,1.4075319e-08,0.30263731,34.868134,8.8748468e-09
17.37391,1.4072935e-08,0.29167547,35.416227,8.8667868e-09
17.374775,1.4070687e-08,0.28240855,35.879573,8.8534471e-09
17.37575,1.4069005e-08,0.27595087,36.202457,8.8360265e-09
17.376865,1.4068405e-08,0.2724299,36.378505,8.8158299e-09
17.378157,1.4069555e-08,0.27233173,36.383414,8.7952799e-09
17.379628,1.4073069e-08,0.27832322,36.083839,8.7835859e-09
17.381194,1.4078698e-08,0.29749727,35.125137,8.8057771e-09
17.381913,1.4080176e-08,0.30935044,34.532478,8.8282646e-09
17.382683,1.4080404e-08,0.31827741,34.08613,8.8539506e-09
17.383355,1.4079511e-08,0.31955534,34.022233,8.8711779e-09
17.384033,1.4077854e-08,0.31464053,34.267974,8.8801045e-09
17.384713,1.4075736e-08,0.30554684,34.722658,8.8801876e-09
17.38545,1.4073322e-08,0.29489806,35.255097,8.8732794e-09
17.386272,1.4070903e-08,0.28512371,35.743814,8.8609742e-09
17.387196,1.4068886e-08,0.27752934,36.123533,8.8442878e-09
17.388249,1.4067751e-08,0.27240757,36.379621,8.8239839e-09
17.389468,1.4068111e-08,0.27002058,36.498971,8.8015151e-09
17.390865,1.4070641e-08,0.27196985,36.401507,8.7816273e-09
17.392439,1.4075767e-08,0.28349671,35.825164,8.7795678e-09
17.393539,1.4079176e-08,0.30079659,34.960171,8.8018054e-09
17.394298,1.4080287e-08,0.31327465,34.336268,8.8258859e-09
17.395042,1.4080126e-08,0.3205418,33.97291,8.8498298e-09
17.395729,1.4079012e-08,0.32033139,33.98343,8.8661851e-09
17.396417,1.4077246e-08,0.31407042,34.296479,8.8738952e-09
17.39712,1.4075084e-08,0.30409503,34.795249,8.8731234e-09
17.397893,1.4072703e-08,0.29304847,35.347576,8.86552e-09
17.398756,1.4070449e-08,0.28340742,35.829629,8.8525655e-09
17.399728,1.4068752e-08,0.27636578,36.181711,8.8353585e-09
17.40084,1.4068125e-08,0.27227188,36.386406,8.8150885e-09
17.402129,1.4069233e-08,0.27207792,36.396104,8.7946309e-09
17.403594,1.4072689e-08,0.27825339,36.087331,8.7826024e-09
17.405184,1.4078444e-08,0.29800784,35.099608,8.8036193e-09
17.405904,1.4079949e-08,0.31080287,34.459857,8.8255751e-09
17.406676,1.4080204e-08,0.32082448,33.958776,8.8518652e-09
17.407347,1.4079326e-08,0.32272554,33.863723,8.8702336e-09
17.408024,1.4077676e-08,0.31798945,34.100527,8.8804786e-09
17.408703,1.407556e-08,0.30855295,34.572352,8.8815679e-09
17.409437,1.4073142e-08,0.29708807,35.145597,8.8752427e-09
17.410256,1.407071e-08,0.28638559,35.68072,8.8632086e-09
17.411178,1.406867e-08,0.27810377,36.094811,8.8466734e-09
17.412228,1.4067502e-08,0.27275654,36.362173,8.8264416e-09
17.413442,1.4067817e-08,0.27036235,36.481882,8.8039025e-09
17.414835,1.407029e-08,0.27211196,36.394402,8.7837371e-09
17.416408,1.4075375e-08,0.28296792,35.851604,8.7803658e-09
17.417539,1.4078954e-08,0.30026126,34.986937,8.8020807e-09
17.418294,1.4080102e-08,0.31294498,34.352751,8.8258787e-09
17.419041,1.4079975e-08,0.32075295,33.962352,8.8501556e-09
17.419727,1.4078881e-08,0.32103493,33.948254,8.866863e-09
17.420416,1.4077123e-08,0.31514949,34.242525,8.8751881e-09
17.421118,1.4074966e-08,0.30532149,34.733925,8.8747264e-09
17.421889,1.4072583e-08,0.2941751,35.291245,8.8673067e-09
17.422749,1.4070317e-08,0.28431447,35.784276,8.8543645e-09
17.423719,1.4068596e-08,0.27707985,36.146008,8.8370324e-09
17.424828,1.4067932e-08,0.27300131,36.349935,8.8166e-09
17.426112,1.4068986e-08,0.27292402,36.353799,8.7959709e-09
17.427575,1.407239e-08,0.27911854,36.044073,8.7834275e-09
17.429188,1.4078264e-08,0.29925295,35.037352,8.8038269e-09
17.429905,1.407978e-08,0.31207695,34.396152,8.825728e-09
17.430678,1.4080045e-08,0.32194632,33.902684,8.8515779e-09
17.431349,1.407917e-08,0.32355978,33.822011,8.8694953e-09
17.432026,1.407752e-08,0.31847108,34.076446,8.8792754e-09
17.432704,1.4075403e-08,0.30905736,34.547132,8.8802486e-09
17.433438,1.4072983e-08,0.29745834,35.127083,8.8735421e-09
17.434257,1.4070546e-08,0.28653929,35.673036,8.860948e-09
17.435178,1.40685e-08,0.27813337,36.093331,8.8439854e-09
17.436228,1.4067326e-08,0.2725589,36.372055,8.8235368e-09
17.437443,1.4067639e-08,0.26995668,36.502166,8.8009015e-09
17.438836,1.4070109e-08,0.27170833,36.414583,8.7809689e-09
17.440408,1.4075184e-08,0.28270291,35.864855,8.779119e-09
17.44154,1.407877e-08,0.30002525,34.998737,8.8023049e-09
17.442294,1.4079917e-08,0.31254109,34.372945,8.8260899e-09
17.443042,1.4079791e-08,0.32033415,33.983292,8.8503272e-09
17.443728,1.4078696e-08,0.32081525,33.959238,8.867316e-09
17.444416,1.4076938e-08,0.31507347,34.246327,8.8759544e-09
17.445118,1.4074782e-08,0.30521219,34.739391,8.875688e-09
17.445889,1.4072401e-08,0.29398818,35.300591,8.8682282e-09
17.44675,1.4070136e-08,0.28414575,35.792712,8.8552853e-09
17.447719,1.4068416e-08,0.27717444,36.141278,8.8381583e-09
17.448825,1.4067749e-08,0.27332518,36.333741,8.8180229e-09
17.450107,1.4068789e-08,0.27291625,36.354188,8.7974925e-09
17.451566,1.4072156e-08,0.27819776,36.090112,8.7847416e-09
17.453188,1.4078074e-08,0.29738924,35.130538,8.8046254e-09
17.453909,1.4079615e-08,0.30970405,34.514797,8.8255261e-09
17.454684,1.4079906e-08,0.31965602,34.017199,8.8509581e-09
17.455356,1.407905e-08,0.32173931,33.913035,8.8689128e-09
17.456032,1.4077415e-08,0.31730687,34.134656,8.8790661e-09
17.45671,1.4075308e-08,0.30820979,34.589511,8.8801656e-09
17.457442,1.4072893e-08,0.29711891,35.144055,8.8739731e-09
17.458258,1.4070454e-08,0.2867531,35.662345,8.8619321e-09
17.459176,1.4068394e-08,0.27877207,36.061397,8.8451585e-09
17.460222,1.4067193e-08,0.27356429,36.321785,8.8245389e-09
17.461433,1.4067462e-08,0.27161887,36.419057,8.8016443e-09
17.462821,1.4069875e-08,0.27402242,36.298879,8.7807819e-09
17.464387,1.4074882e-08,0.28531135,35.734433,8.7758929e-09
17.465551,1.4078638e-08,0.30397186,34.801407,8.7983527e-09
17.466302,1.4079826e-08,0.31639728,34.180136,8.823281e-09
17.467052,1.4079739e-08,0.32351817,33.824092,8.8487359e-09
17.467737,1.407867e-08,0.3228596,33.85702,8.8660943e-09
17.468425,1.4076925e-08,0.31607948,34.196026,8.8739972e-09
17.469126,1.4074776e-08,0.3058288,34.70856,8.8727451e-09
17.469893,1.4072394e-08,0.29467889,35.266056,8.8642504e-09
17.470749,1.4070114e-08,0.28500229,35.749886,8.8504668e-09
17.471715,1.4068364e-08,0.27793419,36.103291,8.8327341e-09
17.472818,1.4067655e-08,0.27413281,36.29336,8.8121648e-09
17.474094,1.4068639e-08,0.27412796,36.293602,8.7913142e-09
17.475547,1.4071933e-08,0.28006998,35.996501,8.7786645e-09
17.477166,1.4077786e-08,0.29960948,35.019526,8.799722e-09
17.477909,1.4079427e-08,0.31200082,34.399959,8.8224718e-09
17.4787,1.4079821e-08,0.32185212,33.907394,8.8500136e-09
17.479376,1.4079046e-08,0.32380146,33.809927,8.869145e-09
17.480056,1.4077475e-08,0.31926741,34.036629,8.8801371e-09
17.480731,1.4075424e-08,0.31015004,34.492498,8.881779e-09
17.481454,1.4073045e-08,0.29898598,35.050701,8.8757208e-09
17.48226,1.4070599e-08,0.28853998,35.573001,8.8638067e-09
17.483167,1.4068484e-08,0.2804489,35.977555,8.847402e-09
17.484199,1.4067175e-08,0.27506416,36.246792,8.8272824e-09
17.48539,1.4067265e-08,0.27258445,36.370777,8.8044246e-09
17.486758,1.406943e-08,0.27403339,36.29833,8.7833812e-09
17.488304,1.4074147e-08,0.28323038,35.838481,8.7780553e-09
17.489571,1.4078432e-08,0.30060824,34.969588,8.8027919e-09
17.490311,1.407972e-08,0.31220149,34.389926,8.8270449e-09
17.491067,1.4079735e-08,0.319733,34.01335,8.8517221e-09
17.491746,1.4078723e-08,0.31998431,34.000785,8.8680443e-09
17.492429,1.4077003e-08,0.31427485,34.286258,8.875899e-09
17.493122,1.4074858e-08,0.30479865,34.760067,8.8754291e-09
17.493879,1.4072459e-08,0.29416123,35.291938,8.8680048e-09
17.494723,1.4070126e-08,0.28471969,35.764015,8.854965e-09
17.495675,1.4068282e-08,0.27777522,36.111239,8.8375943e-09
17.49676,1.4067423e-08,0.27395191,36.302404,8.8171691e-09
17.498015,1.4068181e-08,0.27355643,36.322178,8.7954803e-09
17.499449,1.4071206e-08,0.27815399,36.092301,8.7795689e-09
17.501064,1.4076886e-08,0.29450431,35.274785,8.791818e-09
17.501914,1.407903e-08,0.30816488,34.591756,8.8158648e-09
17.502697,1.4079705e-08,0.31865003,34.067498,8.842779e-09
17.503397,1.4079153e-08,0.32200908,33.899546,8.8633337e-09
17.504082,1.4077761e-08,0.3187183,34.064085,8.8756023e-09
17.504763,1.4075827e-08,0.31029811,34.485094,8.8790235e-09
17.50548,1.4073546e-08,0.29925877,35.037061,8.8747405e-09
17.506277,1.4071135e-08,0.28826836,35.586582,8.8646292e-09
17.50717,1.4068988e-08,0.27927269,36.036365,8.8497708e-09
17.508182,1.4067557e-08,0.27330322,36.334839,8.8309731e-09
17.509345,1.4067399e-08,0.2707421,36.462895,8.8095823e-09
17.510686,1.406919e-08,0.27245932,36.377034,8.789681e-09
17.512205,1.4073469e-08,0.28145483,35.927258,8.7834686e-09
17.513534,1.4077955e-08,0.29966533,35.016734,8.8078587e-09
17.514271,1.4079278e-08,0.31219969,34.390016,8.8319861e-09
17.51503,1.4079343e-08,0.3209543,33.952285,8.8578089e-09
17.515708,1.407837e-08,0.32202651,33.898675,8.8754032e-09
17.51639,1.4076679e-08,0.31677578,34.161211,8.8842999e-09
17.51708,1.4074557e-08,0.307254,34.6373,8.8842844e-09
17.517831,1.4072172e-08,0.2961642,35.19179,8.8770398e-09
17.518669,1.4069835e-08,0.28612845,35.693577,8.8641821e-09
17.519613,1.4067964e-08,0.27866782,36.066609,8.8469741e-09
17.52069,1.4067052e-08,0.27417347,36.291326,8.8264138e-09
17.521938,1.406774e-08,0.27275174,36.362413,8.8041309e-09
17.523365,1.4070685e-08,0.27593163,36.203418,8.7862893e-09
17.52497,1.4076269e-08,0.28998715,35.500643,8.7934301e-09
17.525875,1.4078693e-08,0.30380297,34.809852,8.8161871e-09
17.526654,1.4079495e-08,0.31451975,34.274013,8.8417866e-09
17.527364,1.407905e-08,0.31901266,34.049367,8.8628602e-09
17.528049,1.4077741e-08,0.31701534,34.149233,8.8759369e-09
17.528732,1.4075859e-08,0.30994591,34.502705,8.8800303e-09
17.529446,1.4073617e-08,0.30021488,34.989256,8.8764338e-09
17.53024,1.4071223e-08,0.29022467,35.488766,8.8665503e-09
17.531128,1.4069066e-08,0.28197097,35.901452,8.8516328e-09
17.532132,1.4067593e-08,0.27612373,36.193813,8.8327091e-09
17.533284,1.406735e-08,0.27314423,36.342788,8.8111664e-09
17.534614,1.4069007e-08,0.2741643,36.291785,8.7902829e-09
17.53612,1.4073108e-08,0.28261225,35.869388,8.7808311e-09
17.53748,1.4077709e-08,0.30155628,34.922186,8.8021571e-09
17.538216,1.407905e-08,0.31405617,34.297191,8.8251166e-09
17.538977,1.4079142e-08,0.32253304,33.873348,8.8508256e-09
17.539654,1.4078187e-08,0.32302054,33.848973,8.8683211e-09
17.540335,1.407651e-08,0.31708575,34.145713,8.8771442e-09
17.541023,1.4074398e-08,0.30707035,34.646483,8.8768753e-09
17.541771,1.4072016e-08,0.29566158,35.216921,8.869191e-09
17.542607,1.4069675e-08,0.28572535,35.713733,8.8560349e-09
17.543549,1.4067791e-08,0.27855056,36.072472,8.8387327e-09
17.544623,1.4066858e-08,0.27445086,36.277457,8.8182209e-09
17.545867,1.4067512e-08,0.27363195,36.318402,8.7961493e-09
17.54729,1.4070415e-08,0.27753597,36.123201,8.7791448e-09
17.54889,1.4075946e-08,0.2919314,35.40343,8.7870329e-09
17.549815,1.4078466e-08,0.30677404,34.661298,8.8109157e-09
17.550589,1.4079303e-08,0.31816235,34.091882,8.8372678e-09
17.551302,1.4078888e-08,0.3229932,33.85034,8.859535e-09
17.551986,1.4077599e-08,0.32089175,33.955413,8.8737487e-09
17.552669,1.4075729e-08,0.31328953,34.335524,8.8788791e-09
17.553381,1.4073495e-08,0.30267923,34.866038,8.8757645e-09
17.554173,1.4071103e-08,0.29178399,35.410801,8.8660573e-09
17.555059,1.406894e-08,0.28286104,35.856948,8.851248e-09
17.556061,1.4067454e-08,0.27672185,36.163907,8.8325299e-09
17.557211,1.4067191e-08,0.27373822,36.313089,8.8111221e-09
17.558541,1.4068831e-08,0.27460616,36.269692,8.7900881e-09
17.560048,1.4072926e-08,0.28252784,35.873608,8.7812118e-09
17.561418,1.4077592e-08,0.30093921,34.95304,8.8045274e-09
17.562153,1.4078947e-08,0.31274689,34.362655,8.8282461e-09
17.562916,1.4079053e-08,0.32081251,33.959375,8.8539045e-09
17.563592,1.4078106e-08,0.32140078,33.929961,8.8707448e-09
17.564273,1.4076433e-08,0.31595838,34.202081,8.878963e-09
17.56496,1.4074322e-08,0.30654331,34.672835,8.8783278e-09
17.565708,1.4071938e-08,0.29577034,35.211483,8.8709056e-09
17.566541,1.4069589e-08,0.28603424,35.698288,8.8581208e-09
17.56748,1.4067687e-08,0.27860369,36.069815,8.8409929e-09
17.56855,1.4066722e-08,0.27395168,36.302416,8.8204343e-09
17.56979,1.4067327e-08,0.27269373,36.365314,8.7983617e-09
17.57121,1.407017e-08,0.27635956,36.182022,8.7806422e-09
17.57281,1.4075664e-08,0.29050504,35.474748,8.7862819e-09
17.573755,1.4078287e-08,0.30582783,34.708608,8.8095707e-09
17.574529,1.4079164e-08,0.31748027,34.125986,8.8357756e-09
17.575245,1.4078783e-08,0.32265599,33.8672,8.8582309e-09
17.575929,1.4077519e-08,0.3208082,33.95959,8.8726614e-09
17.576612,1.4075662e-08,0.31337143,34.331429,8.8779377e-09
17.577322,1.4073436e-08,0.30287074,34.856463,8.8748549e-09
17.578112,1.4071039e-08,0.29203811,35.398094,8.8651894e-09
17.578997,1.4068861e-08,0.28324328,35.837836,8.8505401e-09
17.579997,1.406735e-08,0.27735449,36.132275,8.8320283e-09
17.581141,1.4067042e-08,0.27439305,36.280348,8.8108887e-09
17.582462,1.40686e-08,0.27489513,36.255244,8.7900826e-09
17.583964,1.40726e-08,0.28210844,35.894578,8.780441e-09
17.58536,1.4077378e-08,0.30015729,34.992135,8.8022732e-09
17.586093,1.4078747e-08,0.31210843,34.394579,8.8250685e-09
17.586857,1.4078868e-08,0.32059717,33.970141,8.8503085e-09
17.587533,1.4077928e-08,0.32151717,33.924141,8.8673184e-09
17.588213,1.4076256e-08,0.31620898,34.189551,8.8759864e-09
17.5889,1.4074144e-08,0.30678653,34.660673,8.8758106e-09
17.589646,1.4071756e-08,0.2959699,35.201505,8.8686879e-09
17.590478,1.4069397e-08,0.28630419,35.68479,8.8560364e-09
17.591415,1.4067479e-08,0.27914975,36.042513,8.8388714e-09
17.592485,1.4066495e-08,0.27482609,36.258695,8.8181697e-09
17.593724,1.4067079e-08,0.27372902,36.313549,8.7956876e-09
17.595139,1.4069884e-08,0.27734116,36.132942,8.776815e-09
17.596733,1.407531e-08,0.2914245,35.428775,8.7806244e-09
17.597693,1.4077996e-08,0.30690204,34.654898,8.8040151e-09
17.598465,1.4078892e-08,0.31818583,34.090709,8.8298008e-09
17.599185,1.4078531e-08,0.32292613,33.853693,8.8520501e-09
17.599869,1.4077282e-08,0.32068288,33.965856,8.8661503e-09
17.600553,1.4075434e-08,0.31299724,34.350138,8.8711722e-09
17.601263,1.4073217e-08,0.30248734,34.875633,8.8680101e-09
17.602051,1.4070823e-08,0.29174391,35.412805,8.8586526e-09
17.602931,1.4068635e-08,0.2829029,35.854855,8.8444945e-09
17.603926,1.4067096e-08,0.27673144,36.163428,8.8264677e-09
17.605068,1.4066742e-08,0.27340044,36.329978,8.8057717e-09
17.606388,1.4068256e-08,0.27393046,36.303477,8.7855457e-09
17.607885,1.4072199e-08,0.28146476,35.926762,8.7762427e-09
17.609306,1.4077108e-08,0.30027276,34.986362,8.7988284e-09
17.610036,1.4078495e-08,0.31276166,34.361917,8.8218779e-09
17.610801,1.4078632e-08,0.32189494,33.905253,8.847694e-09
17.611476,1.4077699e-08,0.32327986,33.836007,8.865452e-09
17.612156,1.4076029e-08,0.31830489,34.084755,8.8748376e-09
17.612841,1.4073914e-08,0.30893325,34.553337,8.8753513e-09
17.613585,1.4071518e-08,0.29780271,35.109864,8.8684416e-09
17.614416,1.4069145e-08,0.2876169,35.619155,8.8556974e-09
17.615352,1.406721e-08,0.27987083,36.006459,8.8383794e-09
17.616418,1.4066202e-08,0.27486062,36.256969,8.8175436e-09
17.617651,1.4066738e-08,0.27312777,36.343612,8.7947256e-09
17.619062,1.4069476e-08,0.27630318,36.184841,8.7752265e-09
17.620649,1.4074816e-08,0.29007974,35.496013,8.7770633e-09
17.621648,1.407769e-08,0.30643325,34.678337,8.7998428e-09
17.622415,1.4078644e-08,0.31836799,34.0816,8.8252701e-09
17.623141,1.4078335e-08,0.32405965,33.797018,8.8486713e-09
17.623826,1.4077123e-08,0.32241155,33.879422,8.8639801e-09
17.624512,1.4075297e-08,0.31497013,34.251494,8.8700687e-09
17.62522,1.4073094e-08,0.30434413,34.782793,8.8673574e-09
17.626006,1.4070704e-08,0.29342267,35.328866,8.8578017e-09
17.626884,1.4068504e-08,0.28460471,35.769764,8.8431527e-09
17.627876,1.4066937e-08,0.27888894,36.055553,8.8247512e-09
17.62901,1.4066532e-08,0.27650462,36.174769,8.8038422e-09
17.630321,1.4067948e-08,0.27784124,36.107938,8.7831398e-09
17.631812,1.4071775e-08,0.28587337,35.706331,8.7735311e-09
17.63325,1.4076735e-08,0.30527368,34.736316,8.7973898e-09
17.633979,1.4078126e-08,0.31669075,34.165462,8.8217362e-09
17.634743,1.4078271e-08,0.32392915,33.803542,8.8476196e-09
