block,duty,period_s,w_hi_rpm,X_block,wf_block,P_block_W,reward
1,0.8499999999999999,5.0,352.9411764705883,0.3509146810866997,9.105267323680449e-09,3.6997512370270895,0.23508026540019095
2,0.8499999999999999,5.0,352.9411764705883,0.3677687476995708,9.77114250410968e-09,3.69975123702709,0.25193433201306203
3,0.8499999999999999,5.0,352.9411764705883,0.38724544294706725,9.345414360522653e-09,3.699751237027094,0.2714110272605584
4,0.8499999999999999,5.0,352.9411764705883,0.3858413184675634,9.615574279155695e-09,3.6997512370270926,0.27000690278105455
5,0.8499999999999999,5.0,352.9411764705883,0.4002634602275718,9.048084231032511e-09,3.6997512370270926,0.284429044541063
