time_s,omega_cmd_rad_s
0.000000,17.453293
5.975000,17.453293
6.025000,0.000000
9.975000,0.000000
10.025000,17.453293
15.975000,17.453293
16.025000,0.000000
19.975000,0.000000
20.025000,17.453293
25.975000,17.453293
26.025000,0.000000
29.975000,0.000000
30.025000,17.453293
35.975000,17.453293
36.025000,0.000000
39.975000,0.000000
40.025000,17.453293
45.975000,17.453293
46.025000,0.000000
49.975000,0.000000
50.025000,17.453293
55.975000,17.453293
56.025000,0.000000
61.000000,0.000000
