time_s,omega_cmd_rad_s
0.000000,52.359878
5.975000,52.359878
6.025000,0.000000
9.975000,0.000000
10.025000,52.359878
15.975000,52.359878
16.025000,0.000000
19.975000,0.000000
20.025000,52.359878
25.975000,52.359878
26.025000,0.000000
29.975000,0.000000
30.025000,52.359878
35.975000,52.359878
36.025000,0.000000
39.975000,0.000000
40.025000,52.359878
45.975000,52.359878
46.025000,0.000000
49.975000,0.000000
50.025000,52.359878
55.975000,52.359878
56.025000,0.000000
61.000000,0.000000
