time_s,conversion,wallFlux
0.00121359,0.34268097,8.33523e-09
0.0026008,0.35269972,8.34774e-09
0.00358734,0.36348499,8.37017e-09
0.00438832,0.37150413,8.39298e-09
0.005101,0.37477748,8.41107e-09
0.0057829,0.37303101,8.42223e-09
0.00646016,0.36720657,8.42581e-09
0.00716231,0.35920437,8.42269e-09
0.00794284,0.35080251,8.41399e-09
0.00881536,0.34362036,8.40082e-09
0.00980162,0.33834749,8.38402e-09
0.010932,0.33540105,8.36446e-09
0.012242,0.33566603,8.34514e-09
0.0137318,0.34201042,8.33634e-09
0.015193,0.3587223,8.3588e-09
0.0159129,0.36917826,8.38028e-09
0.0166484,0.37641402,8.40272e-09
0.0173,0.37711318,8.41727e-09
0.0179622,0.37239595,8.42422e-09
0.0186371,0.36407202,8.42341e-09
0.0193784,0.35448432,8.41637e-09
0.0202066,0.34585141,8.40448e-09
0.0211406,0.33929563,8.38884e-09
0.0222081,0.33515348,8.37024e-09
0.0234473,0.33364698,8.3502e-09
0.0248647,0.33632669,8.33456e-09
0.0264581,0.34902708,8.34094e-09
0.0273808,0.36263972,8.36168e-09
0.0281473,0.37317022,8.38492e-09
0.0288274,0.37776845,8.40383e-09
0.0294867,0.37634461,8.41595e-09
0.0301492,0.37000585,8.42027e-09
0.0308489,0.36087355,8.41761e-09
0.031628,0.35132544,8.40946e-09
0.032502,0.34328074,8.39716e-09
0.0334932,0.33756095,8.38186e-09
0.0346197,0.33443527,8.36506e-09
0.0358718,0.33436901,8.35013e-09
0.0370196,0.33787776,8.34317e-09
0.0380767,0.34430392,8.34528e-09
0.0390562,0.35228435,8.3556e-09
0.0399688,0.35984273,8.37165e-09
0.0408229,0.36498214,8.39007e-09
0.0416269,0.36670714,8.4072e-09
0.0423875,0.36503146,8.42062e-09
0.0431113,0.36093657,8.42957e-09
0.0438017,0.35571704,8.43458e-09
0.0444635,0.35042583,8.43686e-09
0.0451013,0.34565675,8.43757e-09
0.0457186,0.3415765,8.43753e-09
0.0463192,0.33816108,8.43739e-09
0.0469053,0.33534719,8.43758e-09
0.0474805,0.33307066,8.43845e-09
0.0480461,0.33127854,8.44024e-09
0.0486038,0.32988326,8.4431e-09
0.049155,0.32880542,8.44715e-09
0.0497009,0.32797248,8.45247e-09
0.0502423,0.32731707,8.45909e-09
0.0507798,0.3267861,8.46701e-09
0.0513137,0.32637068,8.47623e-09
0.0518443,0.32606527,8.48671e-09
0.0523716,0.32582331,8.49838e-09
0.0528958,0.32556997,8.5112e-09
0.0534167,0.32526193,8.52507e-09
0.0539346,0.32489814,8.53988e-09
0.0544493,0.3245,8.55554e-09
0.0549609,0.3240934,8.57196e-09
0.0554698,0.32370327,8.58902e-09
0.055976,0.32334593,8.60661e-09
0.05648,0.32303107,8.62465e-09
0.0569822,0.32276106,8.64306e-09
0.0574833,0.32253776,8.66179e-09
0.0579838,0.32236267,8.68081e-09
0.0584849,0.32223197,8.70013e-09
0.0589873,0.32214094,8.71972e-09
0.0594918,0.32208465,8.73956e-09
0.0599994,0.32205795,8.75968e-09
0.0605111,0.32205425,8.78011e-09
