time_s,conversion,wallFlux
0.00121359,0.34268096,8.33523e-09
0.0026008,0.35269963,8.34774e-09
0.00358734,0.36348492,8.37016e-09
0.00438832,0.37150414,8.39298e-09
0.005101,0.37476428,8.41108e-09
0.00578478,0.37298013,8.42224e-09
0.00646296,0.36712269,8.42578e-09
0.0071666,0.35911001,8.42262e-09
0.00794835,0.3507285,8.4139e-09
0.00882241,0.3435665,8.40072e-09
0.00981062,0.33830264,8.38389e-09
0.0109436,0.33535605,8.3643e-09
0.0122553,0.33556795,8.34495e-09
0.0137474,0.34159072,8.33569e-09
0.0152623,0.35859367,8.35886e-09
0.015979,0.36905858,8.38045e-09
0.0167354,0.37671879,8.40405e-09
0.0173984,0.37767329,8.41948e-09
0.0180696,0.37316066,8.4272e-09
0.0187487,0.36497059,8.4269e-09
0.0194892,0.35538666,8.42022e-09
0.020316,0.34659445,8.40863e-09
0.0212472,0.33976576,8.39307e-09
0.0223099,0.33519546,8.37433e-09
0.0235413,0.33320339,8.3539e-09
0.0249503,0.33539962,8.33721e-09
0.0265383,0.34720584,8.34091e-09
0.0275206,0.36139139,8.36177e-09
0.0282846,0.3722423,8.38414e-09
0.0289877,0.37774542,8.40362e-09
0.0296564,0.37703953,8.41647e-09
0.030328,0.37123113,8.4217e-09
0.0310296,0.36235776,8.41971e-09
0.0318098,0.35271659,8.41179e-09
0.0326836,0.34443532,8.39927e-09
0.0336727,0.33847907,8.38321e-09
0.0348082,0.33511176,8.36487e-09
0.0361072,0.33506538,8.34721e-09
0.0375655,0.3409097,8.33912e-09
0.0390764,0.35848553,8.36229e-09
0.0397994,0.36931201,8.38469e-09
0.0405484,0.37705679,8.40899e-09
0.0412069,0.37801823,8.42544e-09
0.0418732,0.37338985,8.43444e-09
0.0425479,0.36499316,8.43564e-09
0.043285,0.35523713,8.43083e-09
0.0441076,0.34641928,8.42156e-09
0.0450348,0.33977601,8.40902e-09
0.0460784,0.33559785,8.39441e-09
0.0471902,0.33392951,8.38008e-09
0.0482513,0.33453382,8.36915e-09
0.0492692,0.33692013,8.36251e-09
0.0502473,0.34047789,8.36053e-09
0.0511895,0.34447229,8.36302e-09
0.0521001,0.34809858,8.36908e-09
0.0529827,0.35074193,8.37744e-09
0.053842,0.35210518,8.3868e-09
0.0546793,0.35216953,8.39609e-09
0.0554978,0.35112062,8.40462e-09
0.056301,0.34924609,8.41206e-09
0.0570907,0.34685591,8.41834e-09
0.0578686,0.34421435,8.42359e-09
0.0586365,0.3415519,8.428e-09
0.0593969,0.33901865,8.43185e-09
0.0601506,0.33670555,8.43537e-09
0.0608994,0.3346496,8.43879e-09
0.0616448,0.33287849,8.44229e-09
0.0623877,0.33139658,8.44603e-09
0.0631283,0.33019562,8.45012e-09
0.0638678,0.32924592,8.45466e-09
0.0646072,0.32850564,8.45971e-09
0.0653466,0.32792909,8.46531e-09
0.0660873,0.32746605,8.47151e-09
0.0668296,0.32708033,8.47832e-09
0.0675744,0.32674221,8.48574e-09
0.0683215,0.32648119,8.49375e-09
0.0690723,0.32630346,8.50235e-09
0.0698267,0.32610661,8.51152e-09
0.0705841,0.3258154,8.52122e-09
0.0713398,0.32544652,8.53134e-09
0.0720935,0.32506324,8.54185e-09
0.0728455,0.32471871,8.55271e-09
0.0735962,0.32443584,8.56387e-09
0.0743451,0.32421417,8.5753e-09
0.0750928,0.32404276,8.58695e-09
0.0758334,0.32391253,8.5987e-09
0.0765645,0.32381806,8.61047e-09
0.0772871,0.32376577,8.62225e-09
0.0780018,0.3237458,8.63402e-09
0.0787094,0.32374833,8.64575e-09
0.0794105,0.32376506,8.65743e-09
0.0801058,0.3237895,8.66904e-09
0.0807964,0.32381771,8.68054e-09
0.0814824,0.323847,8.69194e-09
0.0821648,0.3238745,8.70322e-09
0.0828447,0.32390117,8.71438e-09
0.0835226,0.32392755,8.72542e-09
0.0841994,0.32395519,8.73631e-09
0.0848763,0.32398608,8.74708e-09
0.0855532,0.3240233,8.75769e-09
0.0862305,0.32406943,8.76814e-09
0.0869089,0.32412575,8.77842e-09
0.0875883,0.32419441,8.7885e-09
0.0882697,0.32426967,8.79838e-09
0.0889537,0.32434681,8.80804e-09
0.0896407,0.32442322,8.81747e-09
0.0903309,0.32449765,8.82662e-09
0.0910248,0.32457044,8.8355e-09
0.0917224,0.32464456,8.84407e-09
0.0924243,0.32472305,8.85234e-09
0.0931312,0.32481108,8.8603e-09
0.093843,0.32491379,8.86793e-09
0.0945599,0.32502632,8.87523e-09
0.0952819,0.32514459,8.88218e-09
0.0960098,0.32526769,8.88876e-09
0.0967435,0.32540177,8.89499e-09
0.0974827,0.32554575,8.90086e-09
0.098228,0.32570087,8.90638e-09
0.0989794,0.32586521,8.91158e-09
0.0997372,0.32605045,8.91651e-09
0.100501,0.32625488,8.92119e-09
0.101272,0.32648337,8.92567e-09
0.102048,0.32672641,8.93e-09
0.102816,0.32697394,8.93416e-09
0.10357,0.32722075,8.93817e-09
0.104312,0.32745868,8.94209e-09
0.105044,0.32767371,8.94597e-09
0.105769,0.32785091,8.94981e-09
0.106488,0.32798015,8.95361e-09
0.107204,0.32806771,8.95737e-09
0.107917,0.32812668,8.96107e-09
0.108629,0.3281664,8.96471e-09
0.109343,0.32819664,8.96827e-09
0.110059,0.32822113,8.97175e-09
0.110779,0.32825542,8.97515e-09
0.111504,0.32830567,8.97844e-09
0.112234,0.32837848,8.98161e-09
0.112972,0.32847801,8.98465e-09
0.113716,0.32860225,8.98754e-09
0.114469,0.32874838,8.99026e-09
0.115228,0.3289162,8.99279e-09
0.115996,0.32910803,8.9951e-09
0.116771,0.32932698,8.99719e-09
0.117554,0.32957107,8.99905e-09
0.118345,0.32983789,9.00068e-09
0.119143,0.33013665,9.00208e-09
0.11995,0.33046601,9.00327e-09
0.120764,0.33082043,9.00426e-09
0.121587,0.33119443,9.00508e-09
0.122417,0.33158297,9.00572e-09
0.123256,0.33198747,9.0062e-09
0.124104,0.33241612,9.00653e-09
0.124941,0.33288391,9.00672e-09
0.125757,0.33338108,9.00679e-09
0.126553,0.33388107,9.00678e-09
0.127316,0.33433115,9.0067e-09
0.128053,0.33468445,9.00658e-09
0.128769,0.33489654,9.00645e-09
0.129467,0.33495797,9.00631e-09
0.130151,0.33487995,9.00621e-09
0.130824,0.33468295,9.00618e-09
0.13149,0.33440224,9.00626e-09
0.13215,0.33407212,9.00647e-09
0.132807,0.33372544,9.00682e-09
0.133463,0.33338845,9.00731e-09
0.134119,0.33307535,9.00797e-09
0.134776,0.33280113,9.00879e-09
0.135438,0.33257599,9.00977e-09
0.136105,0.33240169,9.0109e-09
0.136778,0.33227089,9.01219e-09
0.13746,0.33217731,9.01364e-09
0.13815,0.33212076,9.01526e-09
0.138851,0.33209463,9.01709e-09
0.139566,0.33209769,9.01915e-09
0.140293,0.33213015,9.02147e-09
0.141038,0.33219825,9.0241e-09
0.141799,0.3323052,9.02707e-09
0.142577,0.33246063,9.0304e-09
0.143369,0.33266192,9.0341e-09
0.144176,0.33288474,9.03822e-09
0.144972,0.33308903,9.04264e-09
0.145754,0.33328282,9.0473e-09
0.146526,0.33347022,9.05219e-09
0.147288,0.33366297,9.05731e-09
0.148042,0.33383748,9.06261e-09
0.148791,0.33397378,9.06804e-09
0.149535,0.3340616,9.07358e-09
0.150276,0.33410021,9.07918e-09
0.151014,0.33409423,9.08483e-09
0.151751,0.33404932,9.09048e-09
0.152488,0.33397184,9.0961e-09
0.153224,0.33388602,9.10167e-09
0.153961,0.33379615,9.10717e-09
0.154701,0.33371106,9.11257e-09
0.155443,0.33363788,9.11784e-09
0.156189,0.33358073,9.12296e-09
0.156938,0.33354165,9.12789e-09
0.157691,0.33352138,9.13257e-09
0.15845,0.33351982,9.137e-09
0.159212,0.33353478,9.14111e-09
0.159981,0.33356434,9.14489e-09
0.160755,0.33360814,9.14832e-09
0.161534,0.33367382,9.15139e-09
0.162318,0.33375696,9.1541e-09
0.163108,0.33385236,9.15645e-09
0.163902,0.33395777,9.15843e-09
0.164699,0.33407465,9.16007e-09
0.1655,0.33420655,9.16137e-09
0.166304,0.33435622,9.16238e-09
0.16711,0.33451967,9.16312e-09
0.167916,0.33469385,9.16366e-09
0.168722,0.33487409,9.16402e-09
0.169528,0.33506134,9.16427e-09
0.170332,0.33525651,9.16445e-09
0.171133,0.33546804,9.16464e-09
0.171933,0.33568643,9.16486e-09
0.172729,0.33589165,9.16517e-09
0.173522,0.33608908,9.16559e-09
0.174312,0.33626669,9.16611e-09
0.175099,0.33642671,9.16674e-09
0.175883,0.33657373,9.16747e-09
0.176665,0.33671127,9.16832e-09
0.177442,0.33684042,9.16929e-09
0.178217,0.33695904,9.17036e-09
0.178988,0.33706356,9.17151e-09
0.179758,0.33715126,9.17275e-09
0.180524,0.33722026,9.17405e-09
0.181288,0.33726945,9.17544e-09
0.18205,0.33729253,9.1769e-09
0.182809,0.33729762,9.17843e-09
0.183566,0.33729381,9.18002e-09
0.184322,0.33728684,9.18166e-09
0.185077,0.33727917,9.18335e-09
0.18583,0.33727078,9.18507e-09
