block,duty,w_hi_rpm,X_block,wf_block,P_block_W,reward
1,0.5,600.0,0.3353261386161814,8.744815587331376e-09,3.629191030165567,0.2217008715477541
2,0.5,600.0,0.3483874468498724,8.997915464191715e-09,3.629191030165567,0.23476217978144512
3,0.5,600.0,0.3573356251585617,8.949612124920596e-09,3.629191030165574,0.24371035809013422
4,0.5,600.0,0.35777192334164815,8.90297858278258e-09,3.6291910301655688,0.24414665627322082
5,0.5,600.0,0.35961720164306876,8.904067966394469e-09,3.629191030165568,0.24599193457464147
