block,duty,w_hi_rpm,X_block,wf_block,P_block_W,reward
1,0.35,857.1428571428572,0.33892841580157407,1.00577861426285e-08,3.6039653501407347,0.22609293207769382
2,0.35,857.1428571428572,0.3521296721741542,9.78218190488488e-09,3.6039653501407347,0.23929418845027395
3,0.35,857.1428571428572,0.3487145593345365,9.716619994363992e-09,3.6039653501407494,0.2358790756106558
4,0.35,857.1428571428572,0.3531668701393777,9.703626457147684e-09,3.6039653501407565,0.24033138641549678
5,0.35,857.1428571428572,0.3478276052482408,9.670108278230685e-09,3.6039653501407587,0.23499212152435983
