time_s,omega_cmd_rad_s
0.000000,209.439510
1.975000,209.439510
2.025000,0.000000
9.975000,0.000000
10.025000,209.439510
11.975000,209.439510
12.025000,0.000000
19.975000,0.000000
20.025000,209.439510
21.975000,209.439510
22.025000,0.000000
29.975000,0.000000
30.025000,209.439510
31.975000,209.439510
32.025000,0.000000
39.975000,0.000000
40.025000,209.439510
41.975000,209.439510
42.025000,0.000000
49.975000,0.000000
50.025000,209.439510
51.975000,209.439510
52.025000,0.000000
61.000000,0.000000
