time_s,omega_cmd_rad_s
0.000000,261.799388
1.975000,261.799388
2.025000,0.000000
9.975000,0.000000
10.025000,261.799388
11.975000,261.799388
12.025000,0.000000
19.975000,0.000000
20.025000,261.799388
21.975000,261.799388
22.025000,0.000000
29.975000,0.000000
30.025000,261.799388
31.975000,261.799388
32.025000,0.000000
39.975000,0.000000
40.025000,261.799388
41.975000,261.799388
42.025000,0.000000
49.975000,0.000000
50.025000,261.799388
51.975000,261.799388
52.025000,0.000000
61.000000,0.000000
