time_s,omega_cmd_rad_s
0.000000,39.269908
1.975000,39.269908
2.025000,0.000000
2.475000,0.000000
2.525000,39.269908
4.475000,39.269908
4.525000,0.000000
4.975000,0.000000
5.025000,39.269908
6.975000,39.269908
7.025000,0.000000
7.475000,0.000000
7.525000,39.269908
9.475000,39.269908
9.525000,0.000000
9.975000,0.000000
10.025000,39.269908
11.975000,39.269908
12.025000,0.000000
12.475000,0.000000
12.525000,39.269908
14.475000,39.269908
14.525000,0.000000
14.975000,0.000000
15.025000,39.269908
16.975000,39.269908
17.025000,0.000000
17.475000,0.000000
17.525000,39.269908
19.475000,39.269908
19.525000,0.000000
19.975000,0.000000
20.025000,39.269908
21.975000,39.269908
22.025000,0.000000
22.475000,0.000000
22.525000,39.269908
24.475000,39.269908
24.525000,0.000000
24.975000,0.000000
25.025000,39.269908
26.975000,39.269908
27.025000,0.000000
27.475000,0.000000
27.525000,39.269908
29.475000,39.269908
29.525000,0.000000
29.975000,0.000000
30.025000,39.269908
31.975000,39.269908
32.025000,0.000000
32.475000,0.000000
32.525000,39.269908
34.475000,39.269908
34.525000,0.000000
34.975000,0.000000
35.025000,39.269908
36.975000,39.269908
37.025000,0.000000
37.475000,0.000000
37.525000,39.269908
39.475000,39.269908
39.525000,0.000000
39.975000,0.000000
40.025000,39.269908
41.975000,39.269908
42.025000,0.000000
42.475000,0.000000
42.525000,39.269908
44.475000,39.269908
44.525000,0.000000
44.975000,0.000000
45.025000,39.269908
46.975000,39.269908
47.025000,0.000000
47.475000,0.000000
47.525000,39.269908
49.475000,39.269908
49.525000,0.000000
49.975000,0.000000
50.025000,39.269908
51.975000,39.269908
52.025000,0.000000
52.475000,0.000000
52.525000,39.269908
54.475000,39.269908
54.525000,0.000000
54.975000,0.000000
55.025000,39.269908
56.975000,39.269908
57.025000,0.000000
57.475000,0.000000
57.525000,39.269908
59.475000,39.269908
59.525000,0.000000
61.000000,0.000000
