time_s,conversion
0.1,0.3268562
0.2,0.35491628
0.3,0.34533652
0.4,0.36367291
0.5,0.36811362
0.6,0.34614298
0.7,0.35176059
0.8,0.34830623
0.9,0.34607794
1,0.34344006
1.1,0.34694498
1.2,0.34861401
1.3,0.34532779
1.4,0.34545951
1.5,0.34664234
1.6,0.34882141
1.7,0.34021912
1.8,0.3507559
1.9,0.34595554
2,0.37326415
2.1,0.34920927
2.2,0.32810692
2.3,0.34523553
2.4,0.34082602
2.5,0.32181415
2.6,0.33789879
2.7,0.31369537
2.8,0.33066335
2.9,0.31468967
3,0.29204433
3.1,0.31676709
3.2,0.31447046
3.3,0.3170747
3.4,0.31479753
3.5,0.34765604
3.6,0.3241166
3.7,0.33142598
3.8,0.35337896
3.9,0.32314136
4,0.32510487
4.1,0.34894625
4.2,0.32797596
4.3,0.32840653
4.4,0.36590806
4.5,0.34467401
4.6,0.31719716
4.7,0.29479776
4.8,0.30856267
4.9,0.31992289
5,0.29986802
5.1,0.31751201
5.2,0.32657375
5.3,0.32341772
5.4,0.32645521
5.5,0.31444252
5.6,0.29779483
5.7,0.31719283
5.8,0.3971626
5.9,0.32461664
6,0.32514536
6.1,0.37923621
6.2,0.31732812
6.3,0.33592175
6.4,0.33340072
6.5,0.31916476
6.6,0.33957111
6.7,0.3342064
6.8,0.33106061
6.9,0.33173774
7,0.33108807
7.1,0.35683295
7.2,0.32946681
7.3,0.30748442
7.4,0.34026775
7.5,0.30664859
7.6,0.3135087
7.7,0.3149302
7.8,0.31888555
7.9,0.31520589
8,0.34095269
8.1,0.30532808
8.2,0.32081294
8.3,0.30703784
8.4,0.30869132
8.5,0.41816493
8.6,0.37548508
8.7,0.33996106
8.8,0.36651717
8.9,0.41125252
9,0.38416498
9.1,0.34977832
9.2,0.40950586
9.3,0.36434544
9.4,0.35764137
9.5,0.39215461
9.6,0.32484556
9.7,0.35175468
9.8,0.31323953
9.9,0.31083843
10,0.35730053
10.1,0.30844652
10.2,0.3082117
10.3,0.33830547
10.4,0.35313291
10.5,0.34664888
10.6,0.34861509
10.7,0.3267315
10.8,0.32971062
10.9,0.39030406
11,0.32678614
11.1,0.33346292
11.2,0.37258583
11.3,0.3601545
11.4,0.34739953
11.5,0.32789771
11.6,0.33201617
11.7,0.36084453
11.8,0.39008246
11.9,0.42166118
12,0.41287673
12.1,0.34806946
12.2,0.32981535
12.3,0.35452925
12.4,0.32205095
12.5,0.35306558
12.6,0.32069328
12.7,0.33873068
12.8,0.33486472
12.9,0.34171866
13,0.35302338
13.1,0.33430235
13.2,0.33110751
